ID,TITLE,ANSWER,Level,lex_score,grammar_score,dictation_score,reasons
2853,#2853 WFD,They wrote about some neat things they tried in the lab.,1,0,0,1,"lex=0(rare_avg=4.21: neat(3.99), lab(4.42)) | dictation=long(11)"
2854,#2854 WFD,He didn't like it when they made him Minister of Culture.,1,0,0,2,"lex=0(rare_avg=5.80: didn't(5.68), made(5.92)) | dictation=contraction; long(11)"
2855,#2855 WFD,Pick courses that are good for the job you want later.,2,0,0,2,"lex=0(rare_avg=4.77: courses(4.46), pick(5.08)) | dictation=long(11); dense(6)"
2856,#2856 WFD,You need to wear nice clothes when you graduate from school.,2,0,0,2,"lex=0(rare_avg=4.61: graduate(4.50), clothes(4.72)) | dictation=long(11); dense(6)"
2857,#2857 WFD,It was sad when the study didn't give them clear answers.,2,0,0,3,"lex=0(rare_avg=4.72: answers(4.60), sad(4.84)) | dictation=contraction; long(11); dense(6)"
2858,#2858 WFD,They have devised methods to represent plant growth through charts.,2,1,1,1,"lex=1(rare_avg=3.88: devised(3.59), charts(4.16)) | grammar=perfect(have devised) | dictation=dense(6)"
2859,#2859 WFD,Studying old times can help us understand what's happening now.,1,0,0,2,"lex=0(rare_avg=4.61: studying(4.42), happening(4.80)) | dictation=contraction; dense(7)"
2860,#2860 WFD,Neuroscience is about how different parts of the brain work.,1,0,1,0,"lex=0(rare_avg=4.20: neuroscience(3.45), brain(4.94)) | grammar=passive(is about how different)"
2861,#2861 WFD,They teach about how to design buildings all over the world.,1,0,0,1,"lex=0(rare_avg=4.68: teach(4.67), buildings(4.69)) | dictation=long(11)"
2862,#2862 WFD,Even small children can say words before they can walk.,1,0,0,0,"lex=0(rare_avg=5.17: walk(5.08), words(5.25))"
2863,#2863 WFD,Now we need to use computers for almost everything we do.,1,0,0,1,"lex=0(rare_avg=4.86: computers(4.33), almost(5.39)) | dictation=long(11)"
2864,#2864 WFD,Libraries are starting to talk to people on the internet more.,1,0,0,1,"lex=0(rare_avg=4.60: libraries(4.14), internet(5.06)) | dictation=long(11)"
2865,#2865 WFD,Your tests and big writing assignments will show your grade.,1,0,0,1,"lex=0(rare_avg=4.28: assignments(3.88), tests(4.67)) | dictation=dense(6)"
2866,#2866 WFD,Gadgets and apps are really making our normal days different.,1,0,0,1,"lex=0(rare_avg=3.97: gadgets(3.59), apps(4.35)) | dictation=dense(7)"
2867,#2867 WFD,"During the class, you will be taught both applied and theoretical mathematics.",2,0,1,1,"lex=0(rare_avg=4.08: theoretical(4.01), mathematics(4.15)) | grammar=passive(be taught both applied) | dictation=long(12)"
2868,#2868 WFD,The way things move can be explained with math and physics.,2,0,1,2,"lex=0(rare_avg=4.42: physics(4.39), math(4.45)) | grammar=passive(be explained) | dictation=long(11); dense(6)"
2869,#2869 WFD,"Right now, they're fixing and making the whole place better.",1,0,0,2,"lex=0(rare_avg=4.78: fixing(4.09), whole(5.46)) | dictation=contraction; dense(7)"
2870,#2870 WFD,Everything you need to know is in the class plan book.,2,0,0,2,"lex=0(rare_avg=5.33: plan(5.29), class(5.36)) | dictation=long(11); dense(6)"
2871,#2871 WFD,Many governments are struggling with their countries' high populations.,1,0,0,1,"lex=0(rare_avg=4.26: populations(4.19), struggling(4.33)) | dictation=dense(6)"
2872,#2872 WFD,Group projects often lead to good results and teach teamwork.,1,0,0,1,"lex=0(rare_avg=4.08: teamwork(3.48), teach(4.67)) | dictation=dense(8)"
2873,#2873 WFD,A special lecture on Thursday will offer lots of new information.,2,0,0,2,"lex=0(rare_avg=4.51: lecture(4.14), lots(4.88)) | dictation=long(11); dense(6)"
2874,#2874 WFD,This course section teaches you a new method of creating.,1,0,0,1,"lex=0(rare_avg=4.32: teaches(3.95), creating(4.69)) | dictation=dense(6)"
2875,#2875 WFD,Remember to write down where you got your information for homework.,2,0,1,1,"lex=0(rare_avg=4.58: homework(4.13), write(5.03)) | grammar=relative(where) | dictation=long(11)"
2876,#2876 WFD,They will test your knowledge with difficult questions in class.,1,0,0,0,"lex=0(rare_avg=5.02: knowledge(4.96), difficult(5.07))"
2877,#2877 WFD,Cheating on an exam can get you into serious trouble.,1,0,0,0,"lex=0(rare_avg=4.23: cheating(4.20), exam(4.26))"
2878,#2878 WFD,Swimming exercises numerous muscles and serves as an excellent workout.,1,0,0,1,"lex=0(rare_avg=4.07: workout(4.02), exercises(4.12)) | dictation=dense(7)"
2879,#2879 WFD,Artists and politicians alike start by learning the basics of politics.,2,0,0,2,"lex=0(rare_avg=3.97: basics(3.82), alike(4.13)) | dictation=long(11); dense(7)"
2880,#2880 WFD,"In college, you'll learn many new things and gain skills.",1,0,0,2,"lex=0(rare_avg=4.79: skills(4.77), gain(4.81)) | dictation=contraction; dense(8)"
2881,#2881 WFD,The same features in the device explain the issue every time.,1,0,0,1,"lex=0(rare_avg=4.78: device(4.67), explain(4.89)) | dictation=long(11)"
2882,#2882 WFD,A well-done school paper is always easy to understand and organized.,2,0,0,2,"lex=0(rare_avg=4.79: organized(4.51), paper(5.07)) | dictation=long(11); dense(7)"
2883,#2883 WFD,A new article talks about all kinds of cool experiments.,1,0,0,1,"lex=0(rare_avg=4.36: experiments(4.20), kinds(4.51)) | dictation=dense(6)"
2884,#2884 WFD,Writers often put a bit of their culture in their work.,2,0,0,2,"lex=0(rare_avg=4.79: writers(4.55), culture(5.03)) | dictation=long(11); dense(6)"
2885,#2885 WFD,It's tough but important to work on keeping our planet healthy.,2,0,0,3,"lex=0(rare_avg=4.72: planet(4.68), tough(4.77)) | dictation=contraction; long(11); dense(7)"
2886,#2886 WFD,Starting off right with a good introduction is really important.,1,0,1,1,"lex=0(rare_avg=4.79: introduction(4.52), starting(5.07)) | grammar=passive(is really important) | dictation=dense(6)"
2887,#2887 WFD,Scientists are working hard to understand climate change better.,1,0,0,1,"lex=0(rare_avg=4.61: scientists(4.50), climate(4.71)) | dictation=dense(7)"
2888,#2888 WFD,Nurses get ready for their jobs by practicing in hospitals first.,2,0,0,2,"lex=0(rare_avg=4.06: practicing(3.99), nurses(4.14)) | dictation=long(11); dense(7)"
2889,#2889 WFD,Companies try hard to protect their brand from bad comments.,1,0,0,1,"lex=0(rare_avg=4.85: brand(4.83), comments(4.87)) | dictation=dense(7)"
2890,#2890 WFD,Getting into this class is really hard because it's so popular.,2,0,0,3,"lex=0(rare_avg=5.21: popular(5.07), class(5.36)) | dictation=contraction; long(11); dense(7)"
2891,#2891 WFD,You should plan your meetings at least two weeks before.,1,0,1,0,"lex=0(rare_avg=4.84: meetings(4.48), weeks(5.19)) | grammar=modal(should)"
2892,#2892 WFD,Machines in factories are now really good at being precise.,1,0,0,0,"lex=0(rare_avg=4.04: factories(3.95), precise(4.13))"
2893,#2893 WFD,It's tough to find proof that supports this difficult idea.,1,0,0,2,"lex=0(rare_avg=4.56: supports(4.42), proof(4.70)) | dictation=contraction; dense(7)"
2894,#2894 WFD,The chemistry area got closed even though people protested.,1,0,1,1,"lex=0(rare_avg=3.97: protested(3.59), chemistry(4.35)) | grammar=phrase(even though) | dictation=dense(7)"
2895,#2895 WFD,Doctorate papers are set up a lot like other research articles.,2,0,1,2,"lex=0(rare_avg=4.00: doctorate(3.38), papers(4.61)) | grammar=passive(are set) | dictation=long(11); dense(7)"
2896,#2896 WFD,Job problems have made more people unable to find work.,1,0,0,1,"lex=0(rare_avg=4.90: unable(4.61), problems(5.19)) | dictation=dense(7)"
2897,#2897 WFD,Schools teach you the important skills you need for jobs.,1,0,0,1,"lex=0(rare_avg=4.72: teach(4.67), skills(4.77)) | dictation=dense(6)"
2898,#2898 WFD,Weather experts can tell what the weather will do later on.,1,0,0,1,"lex=0(rare_avg=4.70: experts(4.52), weather(4.87)) | dictation=long(11)"
2899,#2899 WFD,More businesses will make the country's money situation better.,1,0,0,2,"lex=0(rare_avg=4.42: country's(4.17), businesses(4.66)) | dictation=contraction; dense(6)"
2900,#2900 WFD,"Next week, it looks like it's going to rain a lot.",2,0,0,3,"lex=0(rare_avg=5.04: rain(4.71), looks(5.36)) | dictation=contraction; long(11); dense(8)"
2901,#2901 WFD,"After the last sickness, more people got sick than before.",1,0,0,0,"lex=0(rare_avg=4.36: sickness(3.83), sick(4.88))"
2902,#2902 WFD,It seems really hard to fix this problem easily.,1,0,0,1,"lex=0(rare_avg=4.83: fix(4.75), easily(4.91)) | dictation=dense(6)"
2903,#2903 WFD,"If you're short on money, you might get help for school.",2,0,1,3,"lex=0(rare_avg=5.48: short(5.33), money(5.64)) | grammar=modal(might) | dictation=contraction; long(11); dense(6)"
2904,#2904 WFD,"If you need more help, the school's help center is there.",1,0,0,2,"lex=0(rare_avg=4.52: school's(3.84), center(5.19)) | dictation=contraction; long(11)"
2905,#2905 WFD,"To graduate, students have to pass some important tests first.",1,0,0,1,"lex=0(rare_avg=4.58: graduate(4.50), tests(4.67)) | dictation=dense(6)"
2906,#2906 WFD,Always say where you got your information when writing papers.,1,0,1,0,"lex=0(rare_avg=4.84: papers(4.61), writing(5.07)) | grammar=relative(where)"
2907,#2907 WFD,It's important to use your study time in a smart way.,2,0,0,3,"lex=0(rare_avg=5.04: smart(4.83), study(5.26)) | dictation=contraction; long(11); dense(7)"
2908,#2908 WFD,"When it gets cold, birds fly to places where it's warm.",2,0,1,3,"lex=0(rare_avg=4.65: birds(4.60), warm(4.71)) | grammar=relative(where) | dictation=contraction; long(11); dense(7)"
2909,#2909 WFD,Some bad stuff comes from plants and animals we know.,1,0,0,1,"lex=0(rare_avg=4.78: plants(4.71), animals(4.84)) | dictation=dense(6)"
2910,#2910 WFD,Figuring out if you're happy is easier than it might seem.,2,0,1,2,"lex=0(rare_avg=4.22: figuring(3.69), easier(4.76)) | grammar=modal(might) | dictation=contraction; long(11)"
2911,#2911 WFD,Most people who looked at the idea thought it was good.,2,0,1,1,"lex=0(rare_avg=5.24: looked(5.11), idea(5.36)) | grammar=relative(who) | dictation=long(11)"
2912,#2912 WFD,Writers usually write about things they know or have lived through.,2,0,1,2,"lex=0(rare_avg=4.71: writers(4.55), lived(4.88)) | grammar=perfect(have lived) | dictation=long(11); dense(6)"
2913,#2913 WFD,Our teacher is organizing a big meeting for business people.,1,0,0,1,"lex=0(rare_avg=4.42: organizing(3.97), teacher(4.88)) | dictation=dense(6)"
2914,#2914 WFD,Parents usually talk to their kids in simple ways.,1,0,0,1,"lex=0(rare_avg=5.07: ways(5.06), simple(5.08)) | dictation=dense(6)"
2915,#2915 WFD,We pick people who know the basics to start with.,1,0,1,0,"lex=0(rare_avg=4.45: basics(3.82), pick(5.08)) | grammar=relative(who)"
2916,#2916 WFD,"We change due dates only for very big, important reasons.",1,0,0,1,"lex=0(rare_avg=4.73: dates(4.54), reasons(4.93)) | dictation=dense(6)"
2917,#2917 WFD,Being prepared in the lab will stop accidents from happening.,1,0,1,0,"lex=0(rare_avg=4.29: accidents(4.16), lab(4.42)) | grammar=passive(being prepared)"
2918,#2918 WFD,Please make sure to read the start before we meet.,1,0,0,1,"lex=0(rare_avg=5.40: meet(5.27), read(5.54)) | dictation=dense(6)"
2919,#2919 WFD,Hard times can sometimes make people start new companies.,1,0,0,1,"lex=0(rare_avg=5.23: companies(5.18), sometimes(5.28)) | dictation=dense(8)"
2920,#2920 WFD,Humidity measures the amount of water there is in the air.,1,0,0,1,"lex=0(rare_avg=4.25: humidity(3.83), measures(4.67)) | dictation=long(11)"
2921,#2921 WFD,Some wonder if spending money on space is good.,1,0,0,0,"lex=0(rare_avg=4.82: spending(4.71), wonder(4.93))"
2922,#2922 WFD,"Organic foods are cultivated without any synthetic chemicals, pesticides, or fertilizers.",2,1,1,3,"lex=1(rare_avg=3.25: fertilizers(3.01), pesticides(3.49)) | grammar=passive(are cultivated) | dictation=list_enum; long(11); dense(8)"
2923,#2923 WFD,Our class is going to be split into three groups.,1,0,0,0,"lex=0(rare_avg=4.88: split(4.65), groups(5.12))"
2924,#2924 WFD,The influence of friends is often pivotal to young people's behavior.,2,0,0,3,"lex=0(rare_avg=4.09: pivotal(3.50), people's(4.68)) | dictation=contraction; long(11); dense(7)"
2925,#2925 WFD,Make sure you bring everything you need with you.,1,0,0,0,"lex=0(rare_avg=5.40: bring(5.27), everything(5.54))"
2926,#2926 WFD,"Every four years, people vote for a new president.",1,0,0,1,"lex=0(rare_avg=5.28: vote(5.11), president(5.45)) | dictation=dense(6)"
2927,#2927 WFD,Only some people are allowed to join this group.,1,0,1,0,"lex=0(rare_avg=5.02: join(5.00), allowed(5.03)) | grammar=passive(are allowed)"
2928,#2928 WFD,You must wear safety goggles to protect your eyes.,1,0,1,0,"lex=0(rare_avg=4.13: goggles(3.35), wear(4.92)) | grammar=modal(must)"
2929,#2929 WFD,Science is really important in how we live today.,1,0,1,0,"lex=0(rare_avg=5.28: science(5.12), important(5.44)) | grammar=passive(is really important)"
2930,#2930 WFD,Political discussions can sometimes unexpectedly turn into serious and heated confrontations.,2,1,0,2,"lex=1(rare_avg=3.33: confrontations(2.96), unexpectedly(3.71)) | dictation=long(11); dense(8)"
2931,#2931 WFD,Lots of people still love listening to the radio.,1,0,0,0,"lex=0(rare_avg=4.77: listening(4.66), lots(4.88))"
2932,#2932 WFD,Think about all the facts before you make a decision.,1,0,0,0,"lex=0(rare_avg=4.90: facts(4.72), decision(5.09))"
2933,#2933 WFD,Our scientists diligently study various weather types for research purposes.,1,1,0,1,"lex=1(rare_avg=3.81: diligently(3.13), scientists(4.50)) | dictation=dense(8)"
2934,#2934 WFD,Students should keep track of their own grades and work.,1,0,1,0,"lex=0(rare_avg=4.65: grades(4.28), track(5.02)) | grammar=modal(should)"
2935,#2935 WFD,It's good for students to check their own attendance.,1,0,0,1,"lex=0(rare_avg=4.71: attendance(4.17), students(5.25)) | dictation=contraction"
2936,#2936 WFD,Fill out this form to get cheaper prices at school.,1,0,0,1,"lex=0(rare_avg=4.43: cheaper(4.22), fill(4.64)) | dictation=dense(6)"
2937,#2937 WFD,You need to hand in your work by Friday.,1,0,0,0,"lex=0(rare_avg=5.69: hand(5.41), work(5.96))"
2938,#2938 WFD,Research shows that these two things are closely connected.,1,0,1,1,"lex=0(rare_avg=4.61: closely(4.53), connected(4.68)) | grammar=passive(are closely connected) | dictation=dense(6)"
2939,#2939 WFD,Chosen people will work together on big research projects.,1,0,0,1,"lex=0(rare_avg=4.71: chosen(4.61), projects(4.81)) | dictation=dense(7)"
2940,#2940 WFD,Teaching helpers get extra money for their living costs.,1,0,0,1,"lex=0(rare_avg=3.94: helpers(3.17), teaching(4.72)) | dictation=dense(7)"
2941,#2941 WFD,Ads for kids are something people have strong opinions about.,1,0,0,1,"lex=0(rare_avg=4.37: ads(4.32), opinions(4.41)) | dictation=dense(6)"
2942,#2942 WFD,It might take longer to process your paperwork than normal.,1,0,1,0,"lex=0(rare_avg=4.42: paperwork(3.84), normal(5.01)) | grammar=modal(might)"
2943,#2943 WFD,The archaeologist found new things at an old site.,1,0,0,1,"lex=0(rare_avg=4.17: archaeologist(3.12), site(5.22)) | dictation=dense(6)"
2944,#2944 WFD,The study showed big differences in the building numbers.,1,0,0,1,"lex=0(rare_avg=4.69: differences(4.52), showed(4.86)) | dictation=dense(6)"
2945,#2945 WFD,Various groups are dedicated to reducing suffering in animal populations.,1,0,1,1,"lex=0(rare_avg=4.28: populations(4.19), reducing(4.36)) | grammar=passive(are dedicated) | dictation=dense(7)"
2946,#2946 WFD,Quickly processed aerial photos allow for in-depth geographical analysis.,1,1,0,1,"lex=1(rare_avg=3.88: geographical(3.85), aerial(3.91)) | dictation=dense(8)"
2947,#2947 WFD,The article discusses a wide array of innovative experimental approaches.,1,0,0,1,"lex=0(rare_avg=4.01: discusses(3.93), array(4.10)) | dictation=dense(7)"
2948,#2948 WFD,"Some academic departments have unique, specialized collections of books.",1,0,0,1,"lex=0(rare_avg=4.13: specialized(4.07), departments(4.20)) | dictation=dense(6)"
2949,#2949 WFD,Successful academic results often rely on effective studying methods.,1,0,0,1,"lex=0(rare_avg=4.36: rely(4.29), studying(4.42)) | dictation=dense(8)"
2950,#2950 WFD,Students working together often find their educational experiences enriched.,1,0,0,1,"lex=0(rare_avg=4.03: enriched(3.50), experiences(4.55)) | dictation=dense(8)"
2951,#2951 WFD,The book's release was supported by numerous members of the faculty.,2,1,1,3,"lex=1(rare_avg=3.80: book's(3.28), faculty(4.32)) | grammar=passive(was supported) | dictation=contraction; long(11); dense(6)"
2952,#2952 WFD,The city's founders set down rules that have become today's laws.,2,0,0,3,"lex=0(rare_avg=4.03: founders(3.83), city's(4.23)) | dictation=contraction; long(11); dense(7)"
2953,#2953 WFD,The cafe menu includes a diverse selection of sandwiches and coffee.,2,0,0,2,"lex=0(rare_avg=3.93: sandwiches(3.77), cafe(4.09)) | dictation=long(11); dense(7)"
2954,#2954 WFD,Funds from the budget will be allocated to various departments fairly.,2,0,1,2,"lex=0(rare_avg=4.02: allocated(3.83), departments(4.20)) | grammar=passive(be allocated) | dictation=long(11); dense(6)"
2955,#2955 WFD,This language class provides key strategies for pronunciation improvement.,1,0,0,1,"lex=0(rare_avg=3.90: pronunciation(3.51), strategies(4.29)) | dictation=dense(7)"
2956,#2956 WFD,Our varied courses cover many aspects of the subject comprehensively.,1,1,0,1,"lex=1(rare_avg=3.50: comprehensively(2.96), varied(4.03)) | dictation=dense(7)"
2957,#2957 WFD,The curriculum has been updated to encourage more scholarly development.,3,1,2,0,"lex=1(rare_avg=3.86: scholarly(3.60), curriculum(4.12)) | grammar=passive(been updated); perfect(has been updated)"
2958,#2958 WFD,"Each semester, the dance department presents complex, artistic performances.",1,0,0,2,"lex=0(rare_avg=4.10: semester(4.03), artistic(4.17)) | dictation=list_enum; dense(7)"
2959,#2959 WFD,Older studies were more about ideas than doing real experiments.,1,0,0,1,"lex=0(rare_avg=4.52: experiments(4.20), ideas(4.84)) | dictation=dense(6)"
2960,#2960 WFD,"In the back left, you can find books on economic topics.",2,0,0,2,"lex=0(rare_avg=4.68: topics(4.27), economic(5.10)) | dictation=long(11); dense(6)"
2961,#2961 WFD,We are seeing the first hopeful signs of an economic upturn.,2,1,0,2,"lex=1(rare_avg=3.13: upturn(2.48), hopeful(3.79)) | dictation=long(11); dense(6)"
2962,#2962 WFD,The essay's publication will happen once the research is finalized.,3,2,1,1,"lex=2(rare_avg=2.43: essay's(1.55), finalized(3.31)) | grammar=passive(is finalized) | dictation=contraction"
2963,#2963 WFD,The testing format has been changed to meet professional standards.,3,0,2,1,"lex=0(rare_avg=4.57: format(4.47), testing(4.67)) | grammar=passive(been changed); perfect(has been changed) | dictation=dense(6)"
2964,#2964 WFD,People still don't fully realize how important this event was.,1,0,0,2,"lex=0(rare_avg=4.86: realize(4.83), fully(4.89)) | dictation=contraction; dense(6)"
2965,#2965 WFD,A strong beginning is key to any successful presentation's success.,2,1,0,2,"lex=1(rare_avg=3.07: presentation's(1.19), successful(4.94)) | dictation=contraction; dense(6)"
2966,#2966 WFD,Many faculty members showed their support for this decision openly.,1,0,0,1,"lex=0(rare_avg=4.21: openly(4.11), faculty(4.32)) | dictation=dense(7)"
2967,#2967 WFD,Debate continues on whether children should participate in educational trips frequently.,2,0,1,2,"lex=0(rare_avg=4.33: trips(4.23), participate(4.42)) | grammar=modal(should) | dictation=long(11); dense(8)"
2968,#2968 WFD,"More and more, studies aim to find cures for different illnesses.",2,1,0,2,"lex=1(rare_avg=3.50: cures(3.34), illnesses(3.67)) | dictation=long(11); dense(6)"
2969,#2969 WFD,Diving into hobbies can lead to a lot of personal happiness.,2,1,0,2,"lex=1(rare_avg=3.79: hobbies(3.57), diving(4.02)) | dictation=long(11); dense(6)"
2970,#2970 WFD,Big companies changed their rules after reports about them came out.,2,0,0,2,"lex=0(rare_avg=4.98: reports(4.90), rules(5.06)) | dictation=long(11); dense(6)"
2971,#2971 WFD,The next lecture will discuss what is causing global warming.,1,0,0,1,"lex=0(rare_avg=4.09: warming(4.05), lecture(4.14)) | dictation=dense(6)"
2972,#2972 WFD,The next talk will go over educational policies in the United States.,1,0,0,1,"lex=0(rare_avg=4.65: educational(4.60), policies(4.71)) | dictation=long(12)"
2973,#2973 WFD,"Since the start of the year, the marketing budget has grown.",2,0,1,2,"lex=0(rare_avg=4.72: grown(4.67), marketing(4.78)) | grammar=perfect(has grown) | dictation=long(11); dense(6)"
2974,#2974 WFD,Important parts of this argument seem to be missing right now.,2,0,0,2,"lex=0(rare_avg=4.84: argument(4.64), missing(5.05)) | dictation=long(11); dense(6)"
2975,#2975 WFD,The best thing about this cheap phone isn't obvious at first.,2,0,0,3,"lex=0(rare_avg=4.67: obvious(4.63), cheap(4.71)) | dictation=contraction; long(11); dense(7)"
2976,#2976 WFD,The museum shuts down every Thursday morning for the month.,1,0,0,0,"lex=0(rare_avg=4.10: shuts(3.49), museum(4.71))"
2977,#2977 WFD,Another book isn't complete but gives more insightful information.,1,0,0,2,"lex=0(rare_avg=4.22: insightful(3.41), gives(5.03)) | dictation=contraction; dense(7)"
2978,#2978 WFD,"Every semester, students have the opportunity to take math and stats tests.",2,0,0,2,"lex=0(rare_avg=4.18: semester(4.03), stats(4.33)) | dictation=long(12); dense(7)"
2979,#2979 WFD,It's important to share these properties fairly among everyone.,1,0,0,2,"lex=0(rare_avg=4.58: fairly(4.50), properties(4.65)) | dictation=contraction; dense(7)"
2980,#2980 WFD,Trains have made it easy for everyone to travel far.,1,0,0,1,"lex=0(rare_avg=4.63: trains(4.27), travel(5.00)) | dictation=dense(6)"
2981,#2981 WFD,A new study has shown some really new and interesting things.,2,0,1,2,"lex=0(rare_avg=4.95: shown(4.90), interesting(5.00)) | grammar=perfect(has shown) | dictation=long(11); dense(7)"
2982,#2982 WFD,The results of the experiment are shown in this table here.,2,0,1,1,"lex=0(rare_avg=4.64: experiment(4.38), shown(4.90)) | grammar=passive(are shown) | dictation=long(11)"
2983,#2983 WFD,Using the same method again led to the same problem.,1,0,0,0,"lex=0(rare_avg=4.96: method(4.80), led(5.11))"
2984,#2984 WFD,This problem has two different explanations that seem the same.,1,0,1,0,"lex=0(rare_avg=4.42: explanations(3.76), seem(5.08)) | grammar=perfect(has two different)"
2985,#2985 WFD,The class schedule gives you lots of time to study alone.,2,0,0,2,"lex=0(rare_avg=4.78: schedule(4.67), lots(4.88)) | dictation=long(11); dense(7)"
2986,#2986 WFD,"Today, scientists found out a lot from many different studies.",1,0,0,1,"lex=0(rare_avg=4.74: scientists(4.50), studies(4.98)) | dictation=dense(7)"
2987,#2987 WFD,"Now, researchers are dealing with problems and finding answers.",1,0,0,0,"lex=0(rare_avg=4.49: researchers(4.39), dealing(4.60))"
2988,#2988 WFD,Our sociology department has a global reputation for its outstanding quality.,2,0,0,2,"lex=0(rare_avg=4.12: sociology(3.78), reputation(4.47)) | dictation=long(11); dense(6)"
2989,#2989 WFD,Software companies are always coming up with new things.,1,0,0,0,"lex=0(rare_avg=4.97: software(4.77), companies(5.18))"
2990,#2990 WFD,The summary covers all the main points you need to know.,2,0,0,2,"lex=0(rare_avg=4.44: summary(4.37), covers(4.51)) | dictation=long(11); dense(6)"
2991,#2991 WFD,Theatre courses really encourage students to be more creative.,1,0,0,1,"lex=0(rare_avg=4.46: encourage(4.45), courses(4.46)) | dictation=dense(6)"
2992,#2992 WFD,Our first results were surprising and didn't match our theories.,1,0,0,2,"lex=0(rare_avg=4.25: theories(4.22), surprising(4.28)) | dictation=contraction; dense(6)"
2993,#2993 WFD,The struggles of animals in the wild are often overlooked.,1,0,1,0,"lex=0(rare_avg=3.95: overlooked(3.82), struggles(4.08)) | grammar=passive(are often overlooked)"
2994,#2994 WFD,Students engaged in research often face the greatest challenge in securing funding.,2,0,0,2,"lex=0(rare_avg=4.22: securing(3.93), engaged(4.52)) | dictation=long(12); dense(9)"
2995,#2995 WFD,Leaders from around the world need to talk and solve problems.,2,0,0,2,"lex=0(rare_avg=4.62: solve(4.42), leaders(4.81)) | dictation=long(11); dense(7)"
2996,#2996 WFD,The recommendations weren't supported well by the data we found.,1,0,0,2,"lex=0(rare_avg=4.48: recommendations(4.29), weren't(4.68)) | dictation=contraction; dense(6)"
2997,#2997 WFD,What's going on in parliament right now is really interesting to watch.,2,0,0,3,"lex=0(rare_avg=4.87: parliament(4.74), interesting(5.00)) | dictation=contraction; long(12); dense(7)"
2998,#2998 WFD,Expect to run into a lot of challenges during this project.,1,0,0,1,"lex=0(rare_avg=4.75: challenges(4.49), expect(5.01)) | dictation=long(11)"
2999,#2999 WFD,Tomorrow's lecture will look closely at educational policies in America.,2,1,0,2,"lex=1(rare_avg=3.86: tomorrow's(3.59), lecture(4.14)) | dictation=contraction; dense(6)"
3000,#3000 WFD,"Tours run year-round, peaking in May during the dry season.",2,1,1,1,"lex=1(rare_avg=3.63: peaking(3.12), tours(4.14)) | grammar=modal(may) | dictation=dense(7)"
3001,#3001 WFD,Boating on the river during winter is considered excessively dangerous.,2,1,1,1,"lex=1(rare_avg=3.34: boating(3.33), excessively(3.35)) | grammar=passive(is considered) | dictation=dense(6)"
3002,#3002 WFD,Undergrads need specific sources to properly analyze their programs.,1,1,0,1,"lex=1(rare_avg=3.08: undergrads(2.32), analyze(3.84)) | dictation=dense(7)"
3003,#3003 WFD,Undergraduates explore specialized topics within their academic program's offerings.,2,1,0,2,"lex=1(rare_avg=3.16: undergraduates(3.14), program's(3.18)) | dictation=contraction; dense(8)"
3004,#3004 WFD,"Today, we use complex ways to learn how the brain works.",2,0,0,2,"lex=0(rare_avg=4.90: complex(4.86), brain(4.94)) | dictation=long(11); dense(7)"
3005,#3005 WFD,We study how tropical storms work and how to predict them.,1,0,0,1,"lex=0(rare_avg=4.01: storms(3.94), predict(4.08)) | dictation=long(11)"
3006,#3006 WFD,Companies sometimes raise prices when workers want more pay.,1,0,0,1,"lex=0(rare_avg=4.81: raise(4.75), prices(4.88)) | dictation=dense(7)"
3007,#3007 WFD,Essay writing gets easier once you've done all the research.,1,0,0,2,"lex=0(rare_avg=4.50: essay(4.23), easier(4.76)) | dictation=contraction; dense(7)"
3008,#3008 WFD,Make sure you turn in your work by Monday's deadline.,1,0,0,1,"lex=0(rare_avg=4.72: deadline(4.12), turn(5.32)) | dictation=contraction"
3009,#3009 WFD,You can email any tutor if you have questions about class.,1,0,0,1,"lex=0(rare_avg=4.17: tutor(3.67), email(4.68)) | dictation=long(11)"
3010,#3010 WFD,Undergraduates can explore specific topics deeply within their academic program.,1,1,0,1,"lex=1(rare_avg=3.71: undergraduates(3.14), topics(4.27)) | dictation=dense(8)"
3011,#3011 WFD,"You should hand in your essay next semester, by the deadline.",2,0,1,1,"lex=0(rare_avg=4.08: semester(4.03), deadline(4.12)) | grammar=modal(should) | dictation=long(11)"
3012,#3012 WFD,Submit your group assignments at the office designated for assistance.,1,0,0,1,"lex=0(rare_avg=4.06: assignments(3.88), designated(4.25)) | dictation=dense(6)"
3013,#3013 WFD,You can talk to many different people for your research project.,2,0,0,2,"lex=0(rare_avg=5.30: project(5.22), research(5.39)) | dictation=long(11); dense(6)"
3014,#3014 WFD,Your main paper should talk about one very specific idea.,1,0,1,1,"lex=0(rare_avg=5.05: specific(5.03), paper(5.07)) | grammar=modal(should) | dictation=dense(6)"
3015,#3015 WFD,Eating right and exercising are key to staying healthy.,1,0,0,1,"lex=0(rare_avg=4.14: exercising(3.73), staying(4.55)) | dictation=dense(6)"
3016,#3016 WFD,Repeated practice is key to improving skills in any activity.,1,0,0,1,"lex=0(rare_avg=4.33: repeated(4.28), improving(4.37)) | dictation=dense(6)"
3017,#3017 WFD,You can find what each part of the course involves online.,1,0,0,1,"lex=0(rare_avg=4.77: involves(4.34), online(5.19)) | dictation=long(11)"
3018,#3018 WFD,Art represents the expression of creativity and ideas in tangible forms.,2,1,0,2,"lex=1(rare_avg=3.83: tangible(3.66), creativity(4.01)) | dictation=long(11); dense(7)"
